age,workclass,fnlwgt,education,marital-status,occupation,capital-gain,capital-loss,hours-per-week,race
41,4,19689,12,2,10,0,0,50,4
39,4,2773,9,2,1,0,0,40,4
39,4,1022,11,2,12,0,0,58,4
39,4,11941,10,2,10,0,0,99,4
38,4,3101,11,2,8,0,0,40,4
39,2,6585,9,2,4,0,0,42,4
46,4,19618,15,2,3,0,0,38,4
43,4,8270,12,2,4,0,0,50,4
57,4,14994,11,2,13,0,0,40,4
50,4,20694,15,0,4,0,0,50,4
34,4,5518,9,2,8,0,0,15,4
53,4,1431,11,2,3,0,0,40,4
39,4,7017,9,2,4,96,0,40,4
45,4,12836,15,2,10,0,0,40,4
38,4,6585,9,2,4,0,0,40,4
42,4,10466,9,2,10,0,0,45,1
51,4,21677,8,2,4,0,52,45,4
51,4,4992,11,2,4,0,0,54,4
42,4,9952,9,2,4,0,0,40,4
58,4,5504,9,2,10,0,0,42,4
42,4,1993,9,2,12,93,0,40,4
45,4,16767,9,2,4,0,0,40,4
27,0,7073,9,2,0,0,0,23,4
38,4,18235,9,4,12,0,0,38,4
42,4,10059,15,2,4,0,0,53,4
51,4,21044,12,2,10,0,0,40,4
44,4,8436,12,2,10,0,0,22,4
26,4,13536,11,2,4,0,0,81,4
26,4,20785,9,2,1,0,0,40,4
44,4,2571,9,4,10,0,0,40,4
57,4,14080,9,2,10,0,0,40,4
47,4,8178,12,2,4,0,0,40,4
26,4,14112,9,4,10,0,0,69,4
61,5,6027,9,2,4,0,0,44,4
27,1,220,15,2,13,0,0,40,4
68,4,8252,11,2,4,0,0,37,4
46,4,17788,15,2,4,0,0,40,4
39,4,16663,15,2,3,0,0,52,4
32,0,7915,15,2,0,0,0,40,4
43,4,19581,12,2,4,0,52,41,4
38,7,4201,14,2,10,0,0,73,4
48,4,8180,11,2,3,0,0,40,2
37,4,13982,12,4,4,0,0,40,4
53,4,3491,9,2,4,0,0,40,4
46,5,15920,9,2,4,0,0,70,4
41,4,17520,9,2,13,0,49,41,4
48,1,13652,9,2,1,0,0,40,4
44,5,10977,15,2,4,0,0,52,4
60,4,7409,11,2,1,0,0,40,4
39,4,5682,15,2,5,0,0,50,4
55,1,10221,15,2,1,0,0,40,4
44,4,13295,9,2,1,52,0,40,4
46,1,2315,11,2,1,0,0,40,4
38,6,19928,10,2,10,0,0,50,4
31,2,15010,9,2,11,0,0,40,4
57,1,15731,11,0,10,107,0,40,4
55,4,3804,15,2,12,0,0,40,4
50,4,12634,9,2,10,96,0,41,4
35,4,6286,11,4,1,99,0,40,4
32,4,19055,15,2,14,0,0,50,4
61,4,8549,15,2,4,0,0,59,4
44,4,2129,9,2,10,0,0,39,4
53,4,11488,9,2,10,0,0,40,4
28,4,19200,11,2,14,0,0,47,4
68,0,8646,11,2,0,0,0,40,4
49,4,21168,15,2,1,0,0,40,4
56,4,2711,11,2,3,0,0,40,4
36,4,13226,12,4,10,0,0,40,4
39,4,1778,8,2,3,0,0,40,4
35,2,16382,8,2,11,0,0,40,4
45,5,11391,14,2,10,0,0,50,4
53,5,21254,15,2,12,0,0,53,4
51,2,19957,12,2,10,0,0,63,4
39,4,2456,12,2,10,0,0,40,4
53,6,4331,9,2,4,0,0,40,4
34,4,11806,9,2,8,0,0,30,4
45,5,701,9,2,4,0,0,42,4
40,4,52,9,2,4,0,0,40,4
27,4,14320,9,4,4,0,0,38,2
51,2,8242,12,2,10,0,0,67,4
40,4,19829,12,2,10,0,0,22,4
39,4,4154,9,2,12,0,0,58,4
27,4,17469,9,2,4,0,0,60,2
45,1,7268,15,2,1,0,0,40,4
32,4,7609,10,2,10,0,0,63,4
42,5,15874,14,2,10,0,0,50,4
37,4,17053,15,2,10,0,0,50,4
59,0,9436,11,2,0,0,0,40,4
30,6,13328,11,2,3,0,0,38,4
42,4,9720,9,2,4,0,0,40,4
48,4,879,15,2,4,0,0,40,4
52,2,11404,8,2,11,0,0,39,4
39,2,7136,15,2,1,0,0,40,4
47,5,11556,15,2,12,0,0,50,4
48,7,8583,9,2,4,0,0,40,1
32,4,8575,9,2,10,0,0,58,4
33,1,19923,15,2,4,0,0,40,4
58,4,18785,11,2,12,0,0,40,4
45,4,13450,9,4,10,0,0,40,4
36,7,15675,8,4,10,0,0,40,4
50,4,12590,11,2,3,0,0,40,4
44,5,12754,9,2,4,96,0,50,4
72,0,306,15,2,0,0,0,9,4
45,2,7639,12,2,4,0,52,46,2
50,6,12828,9,2,4,0,0,40,4
43,4,690,15,2,12,0,0,39,4
44,4,17243,9,2,10,0,0,45,4
44,4,5267,9,2,10,0,0,60,4
29,4,690,12,4,10,0,0,44,4
60,4,12390,10,2,10,0,0,60,4
40,4,13809,9,2,10,0,0,58,4
45,7,641,14,2,10,0,0,75,4
57,1,4207,9,0,4,0,0,54,4
77,6,19003,8,2,5,0,0,20,4
46,4,6466,7,2,12,81,0,49,4
35,4,15670,11,2,14,0,0,50,4
43,4,10200,9,2,4,0,0,43,2
42,1,6314,9,2,10,0,0,39,4
51,4,9424,12,2,4,119,0,49,2
64,1,12729,15,2,1,0,0,40,4
41,4,10606,11,2,3,0,0,50,4
50,6,330,11,2,4,0,0,50,4
48,4,9417,15,2,12,0,0,40,4
60,6,4888,11,2,5,0,0,20,4
58,4,6308,9,2,13,0,0,40,4
41,4,13982,15,4,4,0,0,53,4
50,4,9390,11,0,10,0,0,40,4
45,4,13388,12,2,4,0,0,45,4
29,2,18317,9,2,10,0,0,32,4
32,4,10777,9,0,12,0,0,50,2
39,4,11403,11,2,12,0,0,51,2
47,4,11827,15,2,3,96,0,40,4
68,4,12479,9,2,4,113,0,40,4
53,4,21899,12,4,13,0,0,40,4
39,4,3572,8,2,1,93,0,50,4
45,4,9743,9,2,10,0,0,40,4
32,4,16258,11,2,13,0,0,42,4
29,4,12085,15,2,6,0,0,40,4
28,4,10329,11,2,3,0,46,42,2
35,4,13982,12,4,4,0,0,40,4
35,4,2224,9,4,10,0,0,42,4
25,4,7543,9,4,1,0,0,40,4
37,4,13442,9,4,4,0,0,40,2
57,1,7222,9,2,1,0,0,40,4
40,1,4786,15,2,13,0,0,40,4
39,4,11500,11,2,12,0,0,60,4
39,4,1474,9,2,10,0,0,50,4
36,4,17235,15,2,4,0,0,40,4
42,7,295,9,2,10,0,0,39,4
46,6,1352,11,2,5,0,0,56,4
47,4,15135,8,2,13,0,0,47,4
45,4,12986,9,2,14,0,0,40,4
51,1,2460,12,2,4,0,0,57,2
65,5,7044,9,2,4,119,0,64,4
35,4,17359,9,0,13,0,0,40,4
41,6,692,9,2,5,0,0,74,4
53,6,4362,9,2,4,0,0,38,4
48,4,14025,9,2,4,0,0,45,4
40,4,17983,7,2,13,0,0,41,4
25,4,17843,15,2,8,0,0,37,4
33,4,17235,15,2,4,0,0,42,4
45,4,13480,11,2,3,0,0,60,4
51,4,509,9,2,10,0,0,52,4
54,4,1431,11,2,3,0,0,40,4
56,4,18758,15,2,4,0,0,40,4
46,4,12549,9,2,12,0,0,40,4
51,4,1542,11,2,4,0,0,46,2
35,6,12612,11,2,5,0,0,80,4
41,2,6145,15,2,11,0,0,40,4
52,4,15159,9,0,12,0,0,46,4
46,4,19220,14,2,10,0,0,55,4
34,4,16552,15,2,4,0,0,60,4
41,6,15809,14,2,10,0,0,50,4
38,4,17483,11,2,3,0,0,40,4
42,6,16157,9,2,10,0,0,45,2
46,4,7192,0,2,7,0,0,45,4
46,4,21175,1,2,3,96,0,40,4
69,6,1942,14,2,10,119,0,41,4
34,2,3480,9,2,10,0,0,44,4
37,6,17105,14,2,10,0,0,36,4
35,4,16227,15,2,4,0,0,60,4
32,4,19014,9,2,4,0,0,40,4
56,4,18236,11,2,4,119,0,40,4
30,4,6555,9,2,12,0,0,52,4
48,4,7520,12,2,4,0,52,41,4
52,4,13155,11,2,7,0,0,46,4
40,4,8436,7,2,10,0,0,38,4
61,4,3618,14,2,10,0,0,50,4
50,2,14922,9,2,10,0,0,50,4
58,4,10668,11,2,4,0,0,49,2
56,4,16270,9,2,10,0,0,45,4
37,4,15054,8,2,3,0,0,40,4
49,4,16322,15,2,7,93,0,42,4
39,4,18021,14,2,12,110,0,55,4
42,2,6145,15,2,11,0,0,40,4
38,4,12752,9,2,4,110,0,63,4
40,4,11500,15,2,1,0,0,60,4
54,4,15680,9,2,4,0,0,45,4
53,5,6226,14,2,10,110,0,60,4
49,4,8191,15,0,4,0,0,50,4
45,4,9273,9,2,1,0,0,44,4
35,4,2074,15,2,3,0,0,60,4
55,4,15210,9,2,4,110,0,54,4
31,6,6882,9,2,4,0,0,60,4
37,4,20080,8,2,10,0,0,40,4
38,4,11045,9,2,10,0,0,99,4
42,4,20659,12,4,10,0,0,50,4
42,4,16069,11,2,4,0,0,60,2
85,4,12390,12,2,10,0,0,71,4
54,4,19775,15,2,4,0,0,43,4
45,4,4415,15,2,4,0,0,40,4
44,4,18816,15,2,3,0,0,60,4
45,4,4084,12,2,10,0,0,35,4
33,4,11079,11,2,7,0,0,46,4
33,4,2192,14,2,10,0,0,40,4
36,4,15020,14,2,10,0,0,60,4
45,4,3540,9,0,10,0,0,49,4
27,4,8959,11,2,10,0,0,42,4
51,5,16912,15,2,4,110,0,50,4
54,4,6386,8,2,12,110,0,38,4
37,4,12813,8,2,3,0,0,41,4
38,4,20177,11,2,3,96,0,40,4
53,4,2426,11,2,3,0,0,41,4
66,0,11378,15,2,0,0,0,7,4
46,4,12491,11,2,3,0,0,40,4
38,4,10791,12,2,4,0,0,50,4
46,4,4611,12,2,10,0,0,50,4
40,4,17177,12,2,4,0,0,65,4
70,4,9642,11,6,4,0,0,40,4
31,6,13328,11,2,3,0,0,40,4
49,4,8387,9,2,4,0,0,45,4
33,4,1415,9,2,14,0,0,84,4
30,4,10444,15,4,8,0,0,40,4
58,0,14102,15,2,0,0,0,40,4
33,2,4889,11,2,11,0,0,45,4
26,4,19253,9,4,10,0,0,40,4
49,4,14682,9,2,4,0,0,40,4
49,4,17815,12,2,4,0,0,45,4
29,4,8931,9,2,3,0,0,45,4
53,5,74,15,2,4,0,0,40,4
46,7,5870,12,2,10,0,0,60,2
41,4,21949,15,2,12,0,0,50,4
48,2,8987,9,2,10,0,0,30,4
66,6,7661,15,2,12,0,0,24,4
48,1,14704,7,2,3,0,0,40,4
55,4,17643,8,2,13,0,0,40,4
48,7,9300,12,2,10,0,0,60,2
50,4,8996,11,2,14,0,0,40,4
40,4,941,14,2,10,96,0,40,4
60,4,3794,10,0,10,115,0,50,4
38,4,4181,9,2,3,0,0,38,4
34,4,4378,11,2,4,0,0,50,4
51,5,18642,12,2,4,110,0,50,4
38,4,17557,9,2,12,0,0,40,4
45,5,11865,14,2,10,115,0,36,4
40,4,3561,11,2,13,0,0,42,4
32,4,5547,15,2,1,0,0,50,4
36,4,5954,9,2,10,0,0,55,4
41,4,968,9,0,4,0,0,89,4
46,4,12896,11,2,3,0,0,40,2
34,4,1937,9,2,4,0,0,47,1
27,6,5185,11,2,4,0,0,60,4
47,4,10832,12,2,12,0,0,40,4
37,4,15054,8,2,3,0,0,40,4
43,4,7946,9,2,4,96,0,50,4
56,4,1147,11,2,10,0,0,40,2
38,4,20107,9,2,3,0,0,40,4
37,4,18653,9,2,4,0,0,50,4
31,4,9025,11,2,4,0,0,40,4
37,4,13699,11,2,3,0,0,40,4
57,6,15241,15,2,5,0,0,20,4
36,4,6286,11,2,1,0,0,40,4
43,4,16046,12,2,4,0,0,36,4
56,4,4873,9,2,10,0,0,41,4
46,1,9315,11,2,1,0,0,40,4
43,2,12397,15,2,11,0,0,40,4
29,4,12734,12,4,10,0,0,57,4
29,4,13666,9,0,4,0,0,50,4
36,4,10363,15,2,14,0,0,40,4
27,4,824,14,2,10,0,0,42,4
49,4,12563,11,2,1,93,0,44,4
42,6,17010,11,2,12,0,0,51,2
62,6,21255,9,2,4,0,0,10,2
36,4,15990,9,2,3,0,0,50,4
63,0,2314,8,2,0,0,0,42,4
56,5,1566,11,2,4,96,0,60,4
43,4,17955,9,2,4,0,0,50,4
58,6,7371,15,2,12,0,0,79,4
44,2,9903,12,2,10,96,0,44,4
52,6,8637,11,2,5,0,0,57,4
53,4,11405,15,2,3,0,0,48,4
51,5,21625,10,2,10,119,0,70,4
44,2,7457,9,2,11,0,0,40,4
38,4,10037,11,2,1,0,0,40,4
61,4,8229,9,2,13,0,0,40,4
30,4,14841,15,2,1,0,0,40,2
37,4,9027,9,2,3,0,0,45,4
52,4,9347,15,2,3,0,0,40,4
61,4,5618,15,2,13,0,0,18,4
44,2,3406,12,2,10,0,0,35,4
48,1,7122,12,2,13,0,0,40,4
38,4,6585,9,2,4,0,0,40,4
30,4,17369,15,2,7,0,0,40,2
45,7,19171,14,2,10,0,0,75,4
59,4,9367,12,2,4,0,0,40,4
51,4,17520,15,2,7,93,0,40,4
63,4,18990,11,2,4,0,0,40,4
32,4,17477,9,2,4,0,0,40,4
38,4,8360,9,2,12,0,0,40,4
31,6,7632,8,2,5,0,0,60,2
40,4,11386,15,2,7,0,0,48,4
39,4,10286,11,2,7,0,48,40,4
49,4,11273,12,2,10,0,0,50,4
34,4,11878,15,2,4,0,0,41,4
56,5,12137,14,2,10,110,0,60,4
28,4,3773,9,4,4,0,0,44,4
41,4,11303,11,2,4,0,0,40,4
45,4,8715,9,2,12,0,0,60,4
36,4,2225,9,2,10,0,0,56,4
43,7,7429,12,2,10,0,0,40,4
44,2,3406,12,2,10,0,0,36,4
58,4,9460,11,2,14,0,0,40,4
63,5,9865,9,2,4,0,0,40,4
55,4,731,15,2,13,0,0,17,4
33,1,5433,11,2,4,0,0,40,1
39,4,8626,11,2,14,0,0,87,4
48,0,4738,9,2,0,0,0,15,4
53,4,2941,9,4,10,0,0,30,4
41,4,18887,9,2,10,110,0,50,4
56,6,7517,11,2,3,0,0,47,4
47,1,8282,10,2,10,0,0,40,4
23,4,8702,9,4,1,0,0,30,4
27,0,6366,15,2,0,0,0,40,4
49,4,18785,11,2,14,0,0,40,4
67,4,3781,10,2,10,0,0,55,4
58,6,234,11,2,4,0,0,60,4
38,4,4964,9,2,4,0,0,55,4
30,4,4220,15,2,4,0,0,37,2
45,6,9768,9,0,12,0,0,60,4
58,0,17184,15,2,0,0,0,37,4
49,5,10331,14,2,10,0,0,80,4
40,4,3490,12,0,4,0,0,40,2
55,2,5870,12,2,4,0,0,60,2
57,4,4992,11,2,4,0,0,50,4
68,4,12479,9,2,4,113,0,40,4
62,6,20739,11,2,10,0,0,16,4
36,4,16641,9,2,10,0,0,16,4
32,4,17993,11,2,10,0,0,46,4
42,4,13523,11,2,12,0,0,40,4
37,4,8256,11,2,3,0,0,43,2
29,4,10206,9,4,10,0,0,45,4
31,4,11238,9,2,10,0,0,40,4
46,2,2077,12,2,10,0,0,37,4
35,4,12700,9,2,12,0,0,60,4
53,4,8795,9,2,4,0,0,40,4
45,2,8843,15,2,3,0,48,40,4
52,4,4777,9,2,4,0,0,45,4
34,6,19788,10,2,10,0,0,32,4
44,4,21168,15,2,1,0,0,43,4
42,4,20108,15,2,3,0,0,62,4
54,5,18147,15,2,12,0,0,53,4
41,4,833,9,2,12,0,49,55,4
34,6,19752,10,2,10,0,0,50,4
50,4,16212,15,2,12,0,0,40,4
51,4,18393,9,2,14,0,0,55,2
33,6,15604,15,2,10,0,0,60,4
46,4,10289,11,2,12,0,0,36,4
35,4,13226,12,4,10,0,0,44,4
36,4,6045,9,2,4,0,0,60,4
47,4,12491,11,2,3,0,0,40,4
45,4,20719,15,2,10,0,0,40,4
39,4,100,15,2,12,0,0,40,4
52,4,12837,12,2,4,110,0,40,4
49,4,4511,11,2,14,0,0,59,4
41,4,16179,9,2,10,119,0,40,1
32,4,5892,11,2,3,0,0,40,4
48,4,20169,15,0,3,0,0,47,4
41,4,7432,11,2,6,0,0,40,4
61,4,8229,9,2,13,0,0,40,4
50,4,18585,11,2,4,0,0,50,4
61,4,18148,9,2,4,0,0,50,4
45,4,13809,9,2,10,0,0,60,4
43,5,6760,15,2,4,0,0,50,4
37,4,835,11,2,4,0,0,53,4
42,4,13363,12,2,4,110,0,68,4
56,0,9591,15,2,0,0,0,40,4
46,4,12224,11,2,14,0,0,70,4
47,4,13383,12,2,4,0,0,50,4
62,7,5245,12,2,10,0,0,39,4
37,4,11394,11,2,8,0,0,40,4
44,7,669,12,2,10,0,0,40,4
55,4,2053,11,2,6,0,0,40,4
30,4,15288,9,4,4,0,0,59,4
30,5,4691,9,2,12,0,0,51,4
61,4,9858,14,2,10,0,0,50,4
25,4,2541,9,2,12,0,0,40,4
66,6,11467,11,2,12,0,0,10,4
38,4,20481,9,2,10,0,0,40,4
43,4,16322,15,2,10,93,0,40,4
47,4,7477,11,2,7,0,0,40,4
44,4,20406,14,2,10,0,0,60,4
46,4,12578,12,2,10,96,0,45,4
37,4,6302,9,2,4,0,0,60,4
53,6,4331,9,2,4,0,0,40,4
58,4,12495,9,2,10,0,0,35,4
42,4,5507,15,2,10,0,0,50,4
60,4,10229,0,2,14,0,0,50,4
60,7,18095,10,2,10,0,0,40,4
64,1,21096,15,2,4,0,0,40,4
43,4,9532,11,2,3,0,0,60,4
44,4,8729,11,2,8,0,0,40,4
39,2,1570,11,2,3,0,0,40,4
33,4,13766,9,2,10,0,0,25,4
44,4,7043,12,2,4,0,0,45,4
43,6,16237,11,2,12,0,0,40,4
31,4,9719,9,2,12,0,0,48,2
57,1,9666,15,2,1,0,0,40,4
48,4,11846,7,2,10,0,0,44,4
52,5,3644,9,2,4,93,0,60,4
33,2,12896,15,2,11,0,0,40,4
39,7,20313,9,0,11,0,0,40,4
39,4,18002,5,2,7,93,0,43,4
35,4,10747,14,2,10,110,0,52,4
35,4,20214,11,2,3,93,0,40,4
52,4,4657,11,2,12,0,0,40,4
30,6,4615,14,2,10,0,0,63,4
42,4,8106,15,2,12,0,0,50,4
27,6,5185,11,2,12,0,0,60,4
56,4,11287,12,2,12,0,0,43,4
39,4,14682,9,2,4,0,0,40,4
52,5,8708,10,2,10,0,0,65,4
46,4,7250,12,2,4,0,0,50,4
56,4,4611,12,2,4,119,0,59,4
34,4,21806,9,2,3,0,0,47,4
34,4,6005,11,2,3,0,0,40,4
40,4,21101,7,2,7,0,0,40,4
54,4,9809,11,2,7,0,0,40,4
59,4,11467,11,2,1,0,0,14,4
48,1,6932,15,2,1,0,0,40,4
31,1,9315,11,2,1,0,0,40,4
51,5,309,14,2,10,110,0,60,4
28,4,15288,9,4,4,0,0,50,4
31,4,13886,11,2,14,81,0,37,4
24,4,7217,9,4,4,0,0,35,2
57,4,6273,9,2,10,0,0,40,4
37,4,20003,9,4,12,0,0,45,4
34,4,8360,9,2,12,0,0,40,4
40,4,8308,11,2,6,0,0,40,4
44,2,15787,12,2,10,0,0,36,4
52,4,8924,7,2,13,0,0,40,4
45,4,14101,9,2,10,0,0,40,4
45,4,17188,15,2,12,0,0,66,4
29,4,13557,8,2,13,0,0,44,4
42,2,3406,12,2,10,0,0,35,4
35,4,8360,9,2,12,0,0,41,4
40,4,9885,15,2,12,0,0,40,4
45,1,20017,15,2,4,96,0,39,4
41,7,5588,15,2,11,96,0,39,4
61,4,12421,11,2,4,0,0,50,4
39,4,21841,12,2,4,0,0,50,1
49,4,17245,11,2,14,0,0,59,4
37,6,15200,10,2,10,0,0,47,4
52,4,8185,15,2,14,110,0,59,2
38,4,5960,12,2,4,0,0,65,4
34,2,8071,9,2,10,0,0,45,4
47,2,1260,12,2,10,96,0,54,4
44,4,8270,7,2,3,0,0,40,4
35,4,5152,12,4,10,0,0,55,4
31,4,9448,12,2,10,0,0,41,4
30,4,5468,14,2,10,0,0,45,4
46,4,17495,12,2,4,0,0,40,4
61,4,11291,9,2,10,0,0,50,4
40,4,5556,9,2,4,0,0,40,4
55,4,17829,12,2,10,0,0,40,4
33,4,9025,8,2,3,0,0,32,4
55,4,18758,15,2,4,0,0,40,4
50,2,15523,12,2,4,0,0,46,4
73,5,13940,11,2,4,0,0,30,4
80,0,7026,15,2,0,0,0,23,4
50,4,5437,11,2,4,0,0,50,4
32,7,14503,15,2,10,0,0,40,4
67,4,3054,11,2,14,0,0,41,4
49,7,16591,10,2,10,0,0,63,4
37,4,12039,12,2,4,0,0,60,4
50,5,19413,9,2,12,0,0,70,4
62,4,14098,9,2,4,0,0,50,4
56,6,19483,9,2,10,0,0,60,4
44,4,18099,9,0,10,0,0,44,4
45,4,19303,8,2,4,0,0,47,4
47,4,7627,11,2,3,0,0,40,4
47,4,2289,11,2,12,0,0,36,4
50,4,21099,11,2,4,0,49,40,4
39,4,11645,9,2,4,0,0,60,4
56,4,920,9,2,10,0,0,46,4
53,5,5703,9,2,12,119,0,60,4
44,6,4140,9,2,12,0,0,40,4
32,4,14112,9,4,10,0,0,66,4
47,4,14025,9,2,4,0,0,45,4
38,4,18660,11,2,3,0,0,40,4
58,4,15038,11,2,1,0,0,40,4
38,4,5982,9,4,12,0,0,45,4
38,2,1404,9,4,11,0,0,40,4
51,1,15460,11,2,4,0,0,56,2
38,4,9139,11,2,4,0,0,57,4
48,1,19220,9,2,4,0,0,40,4
41,4,4126,12,2,4,0,0,40,4
33,7,3119,10,2,10,0,0,50,4
38,4,4589,12,2,4,0,0,48,4
61,4,8144,9,2,4,0,0,45,4
32,4,5048,9,2,4,0,0,40,4
47,4,7760,11,2,14,0,0,50,4
47,6,19413,15,2,12,0,0,69,4
43,4,12256,15,2,12,96,0,40,4
71,0,6333,10,2,0,0,0,5,4
47,6,13117,11,2,4,0,0,50,4
42,4,8012,9,2,10,0,0,50,4
38,4,9819,11,2,7,0,0,48,4
36,4,4154,9,2,12,0,0,50,4
57,5,16592,9,2,4,93,0,57,4
30,6,11800,12,2,12,0,0,40,4
50,4,3978,11,2,6,0,0,40,4
39,4,1946,15,0,14,0,0,40,4
56,4,10954,11,2,6,0,0,40,4
29,4,17993,11,2,10,0,0,40,4
47,2,2554,12,2,10,0,0,40,4
29,1,7277,15,2,1,0,0,40,4
45,4,53,12,2,10,96,0,50,4
42,4,9399,9,2,4,93,0,51,4
61,4,3794,10,0,10,115,0,48,4
52,0,3136,15,2,0,0,0,58,4
50,2,20607,9,2,10,0,0,40,4
64,6,10638,14,2,10,0,0,9,4
45,4,5507,15,2,10,0,0,48,4
47,0,3829,15,2,0,0,0,40,4
53,4,10810,11,2,7,0,0,40,4
56,4,1668,8,2,3,0,0,40,4
30,4,18007,9,2,10,0,0,55,4
29,4,169,11,2,10,0,0,36,4
36,2,11082,8,2,11,0,0,40,4
51,4,10639,15,2,10,0,0,45,4
58,4,14610,15,2,12,0,0,44,4
32,4,9035,11,2,14,0,0,60,4
42,6,1741,14,2,10,0,0,50,4
31,4,17080,11,2,7,0,0,40,4
38,5,16749,9,2,10,0,0,70,1
43,2,827,12,2,10,0,0,42,4
30,4,9025,15,2,1,0,0,50,4
40,4,5788,15,0,12,0,0,48,1
39,4,20321,15,2,4,0,0,55,2
55,6,13883,11,2,4,0,0,47,4
53,4,20168,11,2,7,0,0,40,4
37,7,229,12,2,10,0,0,38,4
38,6,13328,11,2,3,0,0,40,4
37,4,6327,15,2,8,0,0,20,4
49,4,5928,11,2,7,70,0,40,4
34,4,14038,9,2,10,0,0,55,4
40,4,10968,9,2,13,0,0,40,2
53,4,3407,11,2,3,0,0,40,4
36,4,6424,9,2,10,0,0,36,2
39,4,20615,15,0,14,0,0,45,4
36,4,6145,12,2,4,0,0,60,4
35,4,19678,11,2,12,0,0,40,4
50,4,511,11,2,3,0,0,40,4
79,0,18926,11,2,0,0,0,40,4
52,4,1194,10,2,10,0,0,65,4
50,4,4690,11,2,7,0,0,40,4
47,4,17251,14,2,10,0,0,50,4
47,2,17862,12,2,1,0,0,37,4
44,4,5401,11,2,3,0,0,78,4
35,4,18703,7,2,4,0,0,50,4
37,2,16507,15,2,11,0,0,58,4
41,4,7033,15,2,13,0,0,40,4
42,7,19721,9,2,10,0,0,40,4
31,4,15604,15,2,1,0,0,54,4
40,4,3370,9,4,4,0,0,56,4
34,7,11670,12,2,10,0,0,40,4
59,2,4004,12,0,10,0,0,40,4
57,4,5011,6,2,12,0,0,52,4
41,2,19823,15,2,4,0,0,40,4
51,4,13728,11,2,8,0,0,28,4
55,4,2597,11,2,4,0,0,38,4
43,4,4529,9,2,4,0,0,50,4
40,4,20032,15,2,4,0,0,40,4
64,6,4295,11,2,4,0,0,7,2
44,7,3534,12,2,10,0,0,43,2
48,4,14089,11,2,3,0,0,60,4
60,6,508,11,2,14,0,0,60,4
41,4,15464,11,2,12,0,0,40,1
31,4,8862,9,4,4,0,0,48,4
56,6,18029,11,2,3,0,0,50,4
43,6,8436,9,2,10,0,0,20,4
74,5,18790,15,2,4,0,0,27,4
51,4,9630,10,2,10,0,0,40,4
47,5,19946,8,2,4,0,0,70,4
31,4,8613,9,2,10,96,0,50,4
31,4,10444,15,4,8,0,0,40,4
57,4,6759,9,2,4,0,0,40,4
46,4,20896,15,2,7,0,0,40,4
76,0,17459,11,2,4,0,0,40,4
44,4,8069,9,2,3,93,0,40,4
30,2,7407,11,2,11,0,0,40,4
28,4,19644,11,2,3,0,46,41,2
37,4,10059,15,2,14,93,0,43,4
28,4,17031,9,2,4,0,0,40,4
41,4,10210,9,2,4,93,0,46,4
25,4,5518,12,4,4,0,0,40,4
58,4,10668,11,2,10,0,0,40,2
44,4,7608,9,2,10,0,0,50,4
42,4,541,11,2,7,0,0,40,4
40,6,692,11,2,5,0,0,72,4
43,4,11354,11,2,3,0,0,40,4
63,4,4280,9,2,10,0,0,47,4
43,4,11328,14,2,10,110,0,55,4
30,4,4558,15,2,4,96,0,52,4
59,4,6925,11,2,14,0,0,60,4
39,6,692,11,2,5,0,0,76,4
33,4,13365,10,2,10,0,0,55,4
59,4,10003,9,2,12,110,0,40,4
31,4,11457,11,2,12,0,0,47,2
41,4,18980,12,4,4,107,0,50,4
29,4,9025,11,2,6,0,0,40,4
46,4,13112,11,2,3,0,0,40,4
51,4,3575,11,0,10,0,0,41,4
50,0,20060,11,2,0,0,0,40,4
48,4,8114,11,0,3,0,0,64,2
41,4,1017,9,2,4,110,0,50,4
50,2,5776,12,2,4,0,0,60,2
34,4,9319,14,2,10,0,0,53,4
33,4,19742,15,2,4,0,0,55,4
38,1,11919,9,2,10,0,0,39,4
47,4,10289,11,2,12,0,0,40,4
51,6,11312,11,2,4,0,0,45,4
67,4,5444,15,2,12,0,0,54,4
46,2,20842,7,2,4,0,0,44,4
39,4,8185,11,2,7,0,0,40,4
58,4,9827,11,2,4,0,0,40,4
35,4,528,8,2,3,0,0,40,4
33,5,7069,11,2,4,0,0,72,4
55,0,13728,15,2,0,0,0,21,4
47,4,9986,9,2,4,0,0,59,4
43,4,3202,9,2,3,93,0,40,4
36,4,2698,9,2,4,0,0,50,2
26,4,7641,11,4,12,0,0,50,4
38,4,14344,9,0,4,0,0,42,4
26,4,4219,9,2,1,0,0,40,4
54,2,12495,15,2,11,0,0,40,2
52,4,6226,9,2,4,110,0,54,4
41,4,14629,14,2,10,119,0,63,4
33,4,8862,9,4,4,0,0,50,4
33,4,8959,11,2,10,0,0,40,4
66,4,6279,10,2,10,0,0,55,4
47,4,5218,14,2,4,119,0,40,4
38,4,20554,11,2,3,0,0,40,4
64,5,12690,9,2,4,0,0,44,4
43,4,9143,10,2,10,0,0,50,4
45,4,1789,11,2,7,0,0,40,4
38,4,484,9,2,1,0,0,49,4
44,2,10830,15,2,4,0,0,39,4
31,4,15368,11,2,7,0,0,40,4
68,4,3755,15,6,12,0,0,37,4
63,4,3772,12,2,10,0,0,50,4
42,4,16612,9,2,4,0,0,50,4
40,4,18286,8,2,3,0,0,39,4
41,4,10606,15,2,3,0,0,50,4
37,2,3108,9,2,10,0,0,50,4
31,7,327,9,2,4,0,0,55,4
