age,workclass,education,occupation,hours-per-week,income
24,Private,Bachelors,Adm-clerical,40,0
18,Private,Some-college,Sales,40,0
48,Local-gov,Masters,Prof-specialty,50,0
37,Self-emp-not-inc,HS-grad,Prof-specialty,35,1
33,Private,HS-grad,Protective-serv,32,0
22,Private,Bachelors,Prof-specialty,40,0
38,Private,HS-grad,Adm-clerical,60,0
48,Private,HS-grad,Sales,15,0
64,Private,7th-8th,Craft-repair,40,0
37,Private,HS-grad,Sales,45,0
38,Private,HS-grad,Craft-repair,50,1
47,Private,Some-college,Craft-repair,40,1
55,Private,HS-grad,Craft-repair,40,0
30,Private,Bachelors,Exec-managerial,40,0
23,Private,Some-college,Farming-fishing,40,0
31,Private,Some-college,Adm-clerical,40,0
24,Private,HS-grad,Handlers-cleaners,40,0
52,Private,HS-grad,Adm-clerical,40,0
31,Private,Assoc-voc,Handlers-cleaners,45,0
30,Private,Bachelors,Adm-clerical,40,0
22,Private,Some-college,Adm-clerical,35,0
37,Private,HS-grad,Transport-moving,50,0
65,Private,HS-grad,Adm-clerical,40,0
33,Private,Some-college,Craft-repair,40,0
36,Private,Some-college,Other-service,45,0
34,Private,Assoc-voc,Machine-op-inspct,40,0
24,Private,Assoc-voc,Craft-repair,40,0
37,Local-gov,Masters,Prof-specialty,50,0
22,Private,5th-6th,Priv-house-serv,40,0
40,Private,7th-8th,Farming-fishing,40,0
17,Private,10th,Prof-specialty,15,0
47,Private,Some-college,Other-service,47,1
19,Private,Some-college,Sales,30,0
23,Private,12th,Other-service,38,0
19,Private,11th,Transport-moving,10,0
41,Private,Some-college,Craft-repair,60,0
47,Self-emp-not-inc,Assoc-acdm,Farming-fishing,45,1
62,Local-gov,HS-grad,Other-service,35,0
23,Self-emp-not-inc,HS-grad,Craft-repair,40,0
20,Private,Some-college,Handlers-cleaners,25,0
35,Private,9th,Craft-repair,45,0
39,Self-emp-not-inc,Bachelors,Exec-managerial,50,0
57,Private,HS-grad,Craft-repair,40,0
31,Private,Assoc-acdm,Prof-specialty,40,0
41,Self-emp-not-inc,Assoc-voc,Sales,60,0
23,Private,HS-grad,Machine-op-inspct,16,0
49,Private,HS-grad,Machine-op-inspct,55,0
22,Private,Bachelors,Prof-specialty,18,0
17,?,11th,?,18,0
52,Self-emp-not-inc,HS-grad,Craft-repair,50,0
49,State-gov,Some-college,Prof-specialty,20,0
47,Private,HS-grad,Craft-repair,40,0
47,Federal-gov,Some-college,Craft-repair,40,0
53,Federal-gov,Bachelors,Exec-managerial,48,1
23,Private,Some-college,Craft-repair,40,0
41,Private,HS-grad,Transport-moving,40,0
38,Private,Assoc-voc,Exec-managerial,55,1
66,Federal-gov,10th,Craft-repair,40,0
39,Private,HS-grad,Transport-moving,50,0
18,?,HS-grad,?,35,0
23,Private,Bachelors,Sales,40,0
43,Self-emp-not-inc,Some-college,Exec-managerial,15,1
62,Private,HS-grad,Craft-repair,40,0
46,Private,Some-college,Transport-moving,48,0
36,Private,5th-6th,Craft-repair,40,0
33,Private,Bachelors,Exec-managerial,65,1
39,Private,9th,Handlers-cleaners,43,0
36,Private,Some-college,Exec-managerial,60,1
37,Self-emp-inc,Prof-school,Prof-specialty,50,0
20,Private,Some-college,Prof-specialty,20,0
50,Private,11th,Sales,40,0
34,Private,Bachelors,Exec-managerial,40,0
36,Private,Some-college,Craft-repair,45,0
60,Private,11th,Machine-op-inspct,30,0
57,Private,7th-8th,Craft-repair,40,0
58,Private,HS-grad,Machine-op-inspct,40,0
20,Private,HS-grad,Handlers-cleaners,40,0
38,Self-emp-not-inc,9th,Craft-repair,40,0
46,Federal-gov,Some-college,Adm-clerical,40,0
53,Private,Some-college,Craft-repair,40,0
48,Local-gov,Bachelors,Prof-specialty,55,0
25,Private,Assoc-acdm,Sales,45,0
38,Private,Bachelors,Other-service,60,0
42,Private,HS-grad,Machine-op-inspct,40,0
26,Private,Masters,Exec-managerial,60,0
38,Private,Some-college,Sales,60,0
72,Self-emp-not-inc,Some-college,Craft-repair,35,0
58,Private,HS-grad,Craft-repair,40,0
18,Private,Some-college,Other-service,37,0
62,Self-emp-inc,HS-grad,Sales,15,0
35,Private,Assoc-acdm,Machine-op-inspct,55,0
44,Self-emp-not-inc,12th,Exec-managerial,55,0
55,Private,Bachelors,Prof-specialty,40,1
33,Private,HS-grad,Machine-op-inspct,40,0
47,Private,10th,Sales,65,0
39,Private,10th,Other-service,25,0
54,Private,1st-4th,Other-service,40,0
32,Private,Bachelors,Exec-managerial,50,0
30,Private,Bachelors,Adm-clerical,40,0
61,Self-emp-not-inc,HS-grad,Sales,53,0
49,Self-emp-not-inc,HS-grad,Farming-fishing,60,0
58,Private,HS-grad,Exec-managerial,40,1
43,Local-gov,Masters,Prof-specialty,37,0
20,Private,Some-college,Transport-moving,40,0
19,Private,Some-college,Adm-clerical,40,0
51,Private,Bachelors,Prof-specialty,40,0
34,Private,12th,Other-service,25,0
56,Private,12th,Other-service,40,0
32,Private,Bachelors,Prof-specialty,32,1
53,Private,Masters,Adm-clerical,40,1
59,Private,HS-grad,Machine-op-inspct,40,0
38,Self-emp-not-inc,Some-college,Farming-fishing,40,0
23,Local-gov,HS-grad,Other-service,45,0
37,Private,Some-college,Sales,45,0
28,Private,Assoc-acdm,Sales,30,0
27,Private,Assoc-voc,Craft-repair,40,0
43,Private,Bachelors,Prof-specialty,35,0
61,?,HS-grad,?,16,0
22,Private,HS-grad,Sales,40,0
19,Private,Some-college,Tech-support,16,0
51,Private,HS-grad,Other-service,32,0
30,Private,Bachelors,Exec-managerial,45,1
37,Self-emp-inc,Bachelors,Sales,50,0
33,Private,HS-grad,Sales,50,1
53,Federal-gov,HS-grad,Tech-support,40,0
49,Private,HS-grad,Machine-op-inspct,40,0
65,?,Some-college,?,20,0
29,Private,Bachelors,Prof-specialty,40,0
59,Private,HS-grad,Craft-repair,40,0
50,Private,HS-grad,Machine-op-inspct,50,0
22,Private,Some-college,Other-service,40,0
38,Private,HS-grad,Craft-repair,40,0
30,Self-emp-not-inc,Masters,Prof-specialty,60,0
55,Self-emp-inc,10th,Transport-moving,40,0
27,Private,Some-college,Machine-op-inspct,56,0
25,Local-gov,Bachelors,Prof-specialty,50,0
47,Private,Prof-school,Prof-specialty,55,1
49,Private,Prof-school,Prof-specialty,45,0
43,Private,5th-6th,Farming-fishing,35,0
54,Local-gov,Assoc-voc,Craft-repair,40,0
31,Private,HS-grad,Machine-op-inspct,40,0
37,Private,Some-college,Adm-clerical,39,0
36,Private,HS-grad,Adm-clerical,55,0
39,Federal-gov,Some-college,Adm-clerical,40,1
24,Private,HS-grad,Sales,30,0
53,Private,Some-college,Craft-repair,40,0
42,?,Assoc-acdm,?,40,0
44,Local-gov,Masters,Prof-specialty,40,0
59,Private,Some-college,Exec-managerial,40,1
47,Private,Assoc-acdm,Sales,50,1
33,Private,HS-grad,Other-service,35,0
47,Private,HS-grad,Transport-moving,40,0
32,Private,Some-college,Sales,60,0
44,Self-emp-not-inc,Masters,Exec-managerial,20,0
28,Private,Some-college,Adm-clerical,40,0
51,Self-emp-not-inc,Some-college,Other-service,99,0
38,Private,HS-grad,Other-service,40,0
67,Private,HS-grad,Other-service,24,0
31,?,HS-grad,?,30,0
22,Private,Some-college,Sales,42,0
59,?,HS-grad,?,41,1
24,Private,Assoc-voc,Transport-moving,40,0
68,Self-emp-not-inc,HS-grad,Craft-repair,25,0
50,Private,10th,Other-service,8,0
32,Private,HS-grad,Sales,50,0
17,Private,11th,Other-service,25,0
27,Private,Some-college,Other-service,10,0
67,Private,HS-grad,Machine-op-inspct,40,0
39,Private,HS-grad,Transport-moving,55,1
45,Self-emp-not-inc,Some-college,Prof-specialty,35,0
61,Private,Masters,Sales,60,1
37,Private,HS-grad,Sales,60,0
21,Private,Some-college,Adm-clerical,20,0
26,Private,HS-grad,Transport-moving,50,0
29,Private,Some-college,Other-service,41,1
22,Private,Some-college,Adm-clerical,55,0
26,Self-emp-not-inc,HS-grad,Sales,40,0
57,Self-emp-not-inc,HS-grad,Farming-fishing,60,1
43,Private,Bachelors,Prof-specialty,40,1
57,Private,10th,Other-service,40,0
51,Private,HS-grad,Machine-op-inspct,40,0
23,Private,Some-college,Handlers-cleaners,35,0
37,Private,12th,Priv-house-serv,40,0
49,State-gov,10th,Other-service,40,0
54,Self-emp-not-inc,HS-grad,Sales,70,0
28,?,HS-grad,?,10,0
33,Local-gov,HS-grad,Tech-support,55,0
51,Private,Assoc-acdm,Prof-specialty,40,0
27,Private,Bachelors,Tech-support,20,0
42,Self-emp-inc,Masters,Exec-managerial,60,1
17,Private,12th,Adm-clerical,20,0
21,Private,Bachelors,Adm-clerical,40,0
26,Private,Assoc-acdm,Exec-managerial,40,0
31,Private,Bachelors,Exec-managerial,45,0
41,Private,Masters,Prof-specialty,55,1
48,Federal-gov,HS-grad,Handlers-cleaners,40,0
40,Private,Masters,Sales,40,0
37,State-gov,Assoc-voc,Prof-specialty,40,1
42,State-gov,Some-college,Tech-support,40,0
46,Self-emp-inc,Bachelors,Exec-managerial,10,0
27,Private,11th,Prof-specialty,50,0
63,Federal-gov,Some-college,Exec-managerial,40,0
33,Private,5th-6th,Machine-op-inspct,35,0
36,Private,HS-grad,Craft-repair,40,0
32,Private,Some-college,Other-service,35,0
38,Private,HS-grad,Machine-op-inspct,40,0
22,Private,Some-college,Transport-moving,32,0
43,Private,HS-grad,Other-service,40,0
30,Private,HS-grad,Machine-op-inspct,40,0
48,Private,Some-college,Adm-clerical,37,0
43,Private,Some-college,Machine-op-inspct,40,0
18,Private,HS-grad,Other-service,20,0
49,Private,Some-college,Exec-managerial,50,1
60,Private,11th,Craft-repair,40,0
29,Private,Some-college,Craft-repair,40,0
17,Private,11th,Handlers-cleaners,20,0
37,Private,Some-college,Craft-repair,40,1
40,Private,HS-grad,Sales,40,0
78,?,Bachelors,?,3,0
39,Private,Some-college,Sales,40,0
41,State-gov,Some-college,Adm-clerical,40,0
31,Private,Some-college,Other-service,40,0
40,Private,Some-college,Adm-clerical,40,0
35,Private,HS-grad,Machine-op-inspct,50,0
41,Private,Assoc-acdm,Exec-managerial,50,0
28,Private,Some-college,Machine-op-inspct,40,0
53,Private,HS-grad,Exec-managerial,40,0
44,Private,Bachelors,Machine-op-inspct,56,0
28,Private,Bachelors,Adm-clerical,60,1
29,Private,HS-grad,Machine-op-inspct,44,0
34,Private,Bachelors,Sales,40,1
28,Private,Masters,Prof-specialty,50,0
47,State-gov,Masters,Prof-specialty,38,1
50,Private,Bachelors,Sales,40,0
20,Private,Some-college,Adm-clerical,25,0
43,Private,Some-college,Exec-managerial,49,1
40,Federal-gov,Assoc-acdm,Adm-clerical,40,0
56,Private,HS-grad,Adm-clerical,48,0
24,Private,Assoc-voc,Other-service,35,0
48,Private,11th,Other-service,35,0
52,Private,Some-college,Exec-managerial,40,1
25,Private,Bachelors,Exec-managerial,40,1
36,Private,HS-grad,Exec-managerial,60,0
28,Private,Bachelors,Tech-support,30,0
22,Private,9th,Sales,40,0
49,Federal-gov,HS-grad,Adm-clerical,40,0
52,Private,Assoc-acdm,Protective-serv,40,1
48,Private,Bachelors,Exec-managerial,47,0
41,Private,Masters,Other-service,30,0
32,Private,Assoc-voc,Tech-support,64,0
63,Local-gov,7th-8th,Craft-repair,40,0
64,Self-emp-not-inc,7th-8th,Craft-repair,70,0
52,Private,Bachelors,Tech-support,38,0
44,Private,Bachelors,Sales,35,0
28,Local-gov,HS-grad,Protective-serv,40,0
46,Private,Prof-school,Prof-specialty,40,1
32,Private,HS-grad,Machine-op-inspct,40,0
42,Private,Bachelors,Exec-managerial,40,0
49,Self-emp-not-inc,11th,Exec-managerial,65,0
24,Private,HS-grad,Craft-repair,60,1
41,Private,HS-grad,Transport-moving,15,0
40,Private,HS-grad,Exec-managerial,40,0
44,Private,HS-grad,Transport-moving,50,0
22,Private,Some-college,Sales,32,0
42,Private,HS-grad,Handlers-cleaners,40,0
51,Private,HS-grad,Craft-repair,40,0
59,Private,HS-grad,Tech-support,60,1
41,Private,Bachelors,Prof-specialty,40,0
62,Self-emp-not-inc,Masters,Prof-specialty,70,0
24,Private,Some-college,Other-service,40,0
26,Private,Assoc-acdm,Prof-specialty,40,0
23,Private,11th,Transport-moving,38,0
31,Private,HS-grad,Transport-moving,50,0
29,Private,12th,Sales,35,0
41,Local-gov,Masters,Prof-specialty,35,0
33,Self-emp-not-inc,Bachelors,Craft-repair,50,0
41,Local-gov,Some-college,Farming-fishing,40,1
26,Private,HS-grad,Adm-clerical,50,0
36,Private,Some-college,Exec-managerial,50,1
45,Self-emp-not-inc,Bachelors,Exec-managerial,50,1
22,Private,Assoc-acdm,Adm-clerical,40,0
37,Local-gov,Bachelors,Prof-specialty,60,0
27,Private,Bachelors,Sales,38,0
60,Self-emp-not-inc,HS-grad,Craft-repair,40,0
77,Local-gov,HS-grad,Exec-managerial,6,0
35,Private,Masters,Adm-clerical,45,0
41,Private,Masters,Exec-managerial,40,0
27,Private,Bachelors,Exec-managerial,40,0
40,?,HS-grad,?,4,0
19,Local-gov,Some-college,Adm-clerical,30,0
30,Private,Assoc-voc,Adm-clerical,40,0
22,State-gov,Some-college,Tech-support,20,0
28,Private,10th,Craft-repair,40,0
32,Private,Bachelors,Prof-specialty,55,0
45,Self-emp-not-inc,Assoc-voc,Prof-specialty,20,0
18,Private,11th,Sales,20,0
52,State-gov,Some-college,Prof-specialty,40,0
46,Private,Bachelors,Prof-specialty,40,0
21,Private,Some-college,Adm-clerical,30,0
28,Private,HS-grad,Other-service,40,0
54,Federal-gov,HS-grad,Exec-managerial,40,1
65,State-gov,Masters,Prof-specialty,35,1
33,Private,Prof-school,Prof-specialty,60,0
51,State-gov,HS-grad,Adm-clerical,40,0
37,Private,HS-grad,Sales,40,0
33,Local-gov,HS-grad,Protective-serv,48,0
17,Private,11th,Sales,20,0
32,Private,Some-college,Craft-repair,40,0
52,Private,HS-grad,Craft-repair,40,1
57,Private,HS-grad,Sales,40,0
49,Self-emp-not-inc,Some-college,Craft-repair,40,0
27,Private,Bachelors,Tech-support,40,0
36,Private,Bachelors,Prof-specialty,32,1
24,Private,Bachelors,Exec-managerial,40,0
42,Private,Bachelors,Sales,60,0
35,Private,Assoc-voc,Craft-repair,40,0
40,Private,Some-college,Machine-op-inspct,40,0
35,Federal-gov,HS-grad,Adm-clerical,40,0
31,Private,HS-grad,Farming-fishing,60,0
54,?,HS-grad,?,25,0
32,Private,HS-grad,Priv-house-serv,40,0
23,Private,Some-college,Adm-clerical,15,0
41,Private,Assoc-voc,Adm-clerical,40,0
22,Private,Some-college,Adm-clerical,35,0
25,Private,HS-grad,Adm-clerical,40,0
62,Private,Bachelors,Sales,20,0
39,Private,Bachelors,Exec-managerial,40,1
33,Private,11th,Craft-repair,40,0
22,Private,Bachelors,Exec-managerial,40,0
39,State-gov,Bachelors,Exec-managerial,55,1
29,Private,Bachelors,Prof-specialty,40,1
42,Self-emp-inc,Some-college,Farming-fishing,60,0
38,Self-emp-not-inc,HS-grad,Craft-repair,50,0
51,Private,Masters,Exec-managerial,40,0
57,Private,Some-college,Protective-serv,50,0
54,Self-emp-not-inc,Some-college,Farming-fishing,30,1
25,Private,Bachelors,Craft-repair,40,0
20,Private,HS-grad,Machine-op-inspct,40,0
19,Private,HS-grad,Other-service,40,0
26,Private,Bachelors,Prof-specialty,45,0
40,Federal-gov,Bachelors,Adm-clerical,40,0
46,Self-emp-inc,Assoc-acdm,Exec-managerial,40,0
53,Self-emp-not-inc,Assoc-voc,Sales,50,0
44,Private,Bachelors,Prof-specialty,40,0
40,Local-gov,Bachelors,Prof-specialty,75,1
20,Private,Some-college,Machine-op-inspct,40,0
41,Private,11th,Protective-serv,55,0
33,Private,HS-grad,Craft-repair,45,0
49,Private,Masters,Prof-specialty,40,0
42,Private,Masters,Prof-specialty,40,1
38,Private,Bachelors,Sales,40,1
53,Private,7th-8th,Machine-op-inspct,40,0
39,Private,Bachelors,Tech-support,50,0
35,Private,HS-grad,Transport-moving,40,0
17,Private,11th,Sales,20,0
30,Private,HS-grad,Farming-fishing,40,0
21,Private,Some-college,Tech-support,35,0
31,Private,Bachelors,Exec-managerial,50,1
47,Private,HS-grad,Transport-moving,45,0
48,Private,Some-college,Craft-repair,40,0
45,State-gov,Bachelors,Protective-serv,40,0
53,Private,Masters,Exec-managerial,55,1
43,Private,HS-grad,Handlers-cleaners,40,0
38,Private,Some-college,Sales,50,0
28,Private,HS-grad,Transport-moving,40,0
36,Private,Some-college,Protective-serv,40,0
24,Private,HS-grad,Adm-clerical,40,0
44,Private,HS-grad,Craft-repair,41,0
32,Self-emp-not-inc,Bachelors,Exec-managerial,50,0
30,Private,Bachelors,Sales,50,0
31,Private,Bachelors,Sales,48,0
55,Private,HS-grad,Craft-repair,40,1
43,Self-emp-not-inc,HS-grad,Adm-clerical,20,1
40,Private,Bachelors,Adm-clerical,40,0
28,Private,Some-college,Other-service,40,0
44,Private,Bachelors,Sales,44,1
55,Local-gov,Masters,Prof-specialty,38,0
25,Private,Some-college,Sales,45,0
18,Private,11th,Other-service,20,0
25,Private,12th,Other-service,40,0
30,Private,Bachelors,Exec-managerial,42,1
37,?,Some-college,?,20,0
44,State-gov,HS-grad,Protective-serv,40,0
28,Self-emp-not-inc,Masters,Prof-specialty,40,0
61,?,HS-grad,?,37,0
23,State-gov,HS-grad,Protective-serv,40,0
35,Local-gov,Bachelors,Sales,40,1
60,Federal-gov,Assoc-acdm,Other-service,40,0
17,Private,9th,Craft-repair,16,0
26,Local-gov,Bachelors,Prof-specialty,40,0
76,Private,HS-grad,Other-service,33,0
44,Local-gov,Bachelors,Prof-specialty,36,0
35,?,HS-grad,?,20,0
63,Private,HS-grad,Adm-clerical,40,0
28,Private,HS-grad,Adm-clerical,40,0
60,Private,HS-grad,Craft-repair,40,0
28,Private,Some-college,Craft-repair,40,0
61,Private,9th,Other-service,40,0
44,Private,HS-grad,Adm-clerical,52,0
32,?,Some-college,?,40,0
60,Private,Assoc-voc,Tech-support,40,0
76,Local-gov,9th,Other-service,30,0
37,Self-emp-not-inc,Bachelors,Tech-support,15,0
57,Private,Bachelors,Exec-managerial,40,1
68,Private,11th,Transport-moving,70,0
21,Private,Some-college,Adm-clerical,20,0
33,Private,HS-grad,Craft-repair,50,0
50,Private,HS-grad,Craft-repair,40,1
18,Self-emp-not-inc,Some-college,Farming-fishing,30,0
40,Local-gov,HS-grad,Craft-repair,40,0
18,State-gov,11th,Other-service,8,0
51,Private,HS-grad,Exec-managerial,40,1
55,State-gov,Bachelors,Prof-specialty,15,0
68,Private,11th,Machine-op-inspct,35,0
58,Private,Assoc-acdm,Prof-specialty,36,0
58,Private,HS-grad,Craft-repair,52,1
44,Private,HS-grad,Adm-clerical,40,1
23,Private,10th,Sales,20,0
44,Local-gov,Masters,Prof-specialty,40,1
34,Private,Masters,Prof-specialty,50,0
26,Private,HS-grad,Transport-moving,40,0
48,Private,HS-grad,Other-service,35,0
27,Private,Some-college,Adm-clerical,30,0
54,Local-gov,Some-college,Exec-managerial,40,0
59,Private,HS-grad,Machine-op-inspct,40,1
42,Private,HS-grad,Transport-moving,50,0
25,Self-emp-not-inc,Some-college,Craft-repair,35,0
20,Private,Some-college,Adm-clerical,25,0
27,Private,HS-grad,Other-service,50,0
22,Private,Some-college,Other-service,40,1
38,Private,Bachelors,Prof-specialty,60,1
25,Private,Bachelors,Exec-managerial,40,0
24,Private,Bachelors,Adm-clerical,32,0
24,Private,HS-grad,Protective-serv,40,0
46,Private,7th-8th,Transport-moving,40,0
25,Private,Assoc-acdm,Handlers-cleaners,26,0
45,Local-gov,Masters,Prof-specialty,35,0
58,Private,Some-college,Adm-clerical,37,0
51,Self-emp-not-inc,Bachelors,Sales,55,0
46,Private,Assoc-acdm,Tech-support,40,0
46,Local-gov,Masters,Prof-specialty,40,0
53,Private,7th-8th,Transport-moving,40,0
53,State-gov,Bachelors,Exec-managerial,45,0
50,Self-emp-not-inc,Prof-school,Exec-managerial,50,1
33,Local-gov,HS-grad,Protective-serv,40,0
22,Private,11th,Other-service,40,0
66,Private,HS-grad,Other-service,4,0
29,Private,Bachelors,Prof-specialty,50,1
42,State-gov,Bachelors,Adm-clerical,40,0
18,Private,HS-grad,Prof-specialty,30,0
23,Private,Assoc-acdm,Tech-support,40,0
48,Private,11th,Other-service,31,0
44,Private,HS-grad,Transport-moving,65,1
49,Private,11th,Sales,40,0
25,Private,HS-grad,Other-service,40,0
28,Private,HS-grad,Adm-clerical,40,0
31,Private,Some-college,Adm-clerical,38,0
28,Private,7th-8th,Craft-repair,40,0
42,Self-emp-not-inc,HS-grad,Craft-repair,24,0
37,State-gov,Masters,Prof-specialty,60,1
37,Federal-gov,Some-college,Adm-clerical,40,0
55,Self-emp-inc,HS-grad,Exec-managerial,45,1
24,Private,Bachelors,Exec-managerial,40,0
37,Federal-gov,HS-grad,Adm-clerical,40,1
59,Local-gov,Masters,Prof-specialty,40,1
67,Private,HS-grad,Sales,32,0
44,Private,Some-college,Craft-repair,45,0
38,Private,Masters,Exec-managerial,60,0
42,Private,Bachelors,Sales,70,0
38,Private,Masters,Prof-specialty,65,1
23,Private,Bachelors,Other-service,40,0
50,Self-emp-not-inc,10th,Exec-managerial,60,0
25,Self-emp-not-inc,HS-grad,Other-service,40,0
25,Private,Bachelors,Handlers-cleaners,40,0
23,Private,Some-college,Sales,12,0
47,Private,HS-grad,Machine-op-inspct,50,0
59,Federal-gov,HS-grad,Prof-specialty,40,0
35,Private,HS-grad,Exec-managerial,40,0
31,Private,Some-college,Adm-clerical,40,0
19,Private,Some-college,Adm-clerical,15,0
51,State-gov,Masters,Prof-specialty,40,1
46,Local-gov,Bachelors,Protective-serv,40,1
26,?,Some-college,?,40,0
23,Private,Some-college,Adm-clerical,30,0
54,Private,HS-grad,Sales,40,0
46,Private,HS-grad,Adm-clerical,40,0
36,Federal-gov,HS-grad,Adm-clerical,40,0
38,Private,9th,Craft-repair,40,0
35,Private,HS-grad,Craft-repair,40,0
46,Private,Bachelors,Transport-moving,40,0
47,Private,HS-grad,Craft-repair,50,1
44,Self-emp-not-inc,Bachelors,Farming-fishing,90,0
28,Private,HS-grad,Other-service,20,0
23,Private,Bachelors,Exec-managerial,40,0
24,Private,Some-college,Sales,45,0
30,Private,HS-grad,Adm-clerical,40,0
34,Private,Some-college,Craft-repair,28,0
43,Private,Some-college,Transport-moving,60,0
34,Private,Bachelors,Exec-managerial,48,1
39,Federal-gov,Masters,Prof-specialty,40,0
72,Private,HS-grad,Other-service,25,0
32,Private,HS-grad,Handlers-cleaners,40,0
56,Self-emp-inc,7th-8th,Craft-repair,50,1
26,Local-gov,Bachelors,Prof-specialty,40,0
20,?,HS-grad,?,43,0
39,Private,Assoc-voc,Craft-repair,48,0
65,Private,Assoc-acdm,Exec-managerial,40,0
41,State-gov,HS-grad,Adm-clerical,45,0
45,Self-emp-inc,Bachelors,Farming-fishing,35,1
30,Private,Some-college,Adm-clerical,35,0
26,Private,Bachelors,Sales,42,1
20,Private,Some-college,Transport-moving,32,0
20,?,Some-college,?,40,0
35,Private,HS-grad,Adm-clerical,40,0
28,Private,Bachelors,Sales,50,0
41,Private,HS-grad,Craft-repair,50,0
21,Private,Some-college,Farming-fishing,10,0
47,Private,Some-college,Prof-specialty,50,1
50,Self-emp-inc,Some-college,Exec-managerial,99,1
43,Private,Some-college,Prof-specialty,40,0
25,Private,Bachelors,Sales,45,0
43,Self-emp-not-inc,Prof-school,Prof-specialty,50,0
36,Private,Some-college,Craft-repair,50,0
21,?,Some-college,?,40,0
48,Private,HS-grad,Adm-clerical,37,1
56,State-gov,HS-grad,Adm-clerical,40,0
40,Private,Assoc-voc,Craft-repair,40,0
51,Local-gov,Masters,Prof-specialty,40,0
30,Private,HS-grad,Handlers-cleaners,40,0
38,Self-emp-not-inc,Some-college,Craft-repair,55,0
52,Private,Some-college,Sales,40,0
22,Local-gov,Bachelors,Prof-specialty,40,0
19,Private,Assoc-voc,Other-service,20,0
20,Private,HS-grad,Other-service,30,0
22,Private,Some-college,Handlers-cleaners,28,0
25,Private,11th,Transport-moving,40,1
29,Private,Assoc-voc,Machine-op-inspct,40,0
23,Private,HS-grad,Machine-op-inspct,30,0
28,Private,Bachelors,Tech-support,35,0
20,Private,Some-college,Tech-support,40,0
22,Private,HS-grad,Adm-clerical,40,0
28,Private,10th,Transport-moving,30,0
26,Private,HS-grad,Machine-op-inspct,40,0
35,Private,HS-grad,Craft-repair,40,0
30,Private,HS-grad,Craft-repair,38,0
32,Private,HS-grad,Exec-managerial,70,0
30,Private,9th,Other-service,40,0
36,Private,HS-grad,Craft-repair,40,0
37,Self-emp-not-inc,HS-grad,Craft-repair,47,0
39,Private,Bachelors,Prof-specialty,40,0
42,Private,Some-college,Exec-managerial,40,0
49,Private,HS-grad,Sales,40,1
28,Private,HS-grad,Other-service,52,0
36,Self-emp-not-inc,Bachelors,Sales,8,0
52,Private,Some-college,Prof-specialty,56,0
56,Federal-gov,Bachelors,Sales,40,0
46,Private,HS-grad,Exec-managerial,40,1
38,Private,Masters,Exec-managerial,40,0
27,Private,HS-grad,Craft-repair,40,0
69,?,Bachelors,?,40,1
36,Private,Preschool,Other-service,72,0
69,Private,HS-grad,Machine-op-inspct,40,0
18,Private,HS-grad,Adm-clerical,40,0
45,Private,Bachelors,Exec-managerial,50,1
33,Private,Assoc-voc,Farming-fishing,45,0
28,Private,HS-grad,Other-service,46,0
20,Private,HS-grad,Other-service,20,0
52,Private,12th,Machine-op-inspct,40,0
22,Private,Some-college,Exec-managerial,55,0
38,State-gov,Bachelors,Protective-serv,60,0
43,Private,Some-college,Other-service,38,0
75,Private,HS-grad,Adm-clerical,40,0
31,Private,Some-college,Adm-clerical,40,0
24,Private,Assoc-acdm,Adm-clerical,30,0
64,Private,1st-4th,Priv-house-serv,12,0
34,Private,Some-college,Other-service,50,0
31,Private,HS-grad,Other-service,15,0
50,Private,Assoc-acdm,Sales,40,0
61,Local-gov,HS-grad,Handlers-cleaners,40,0
48,Federal-gov,Some-college,Craft-repair,40,1
37,Self-emp-not-inc,HS-grad,Sales,50,1
58,Local-gov,HS-grad,Adm-clerical,40,0
28,Private,HS-grad,Handlers-cleaners,40,0
20,Private,9th,Exec-managerial,40,0
56,Self-emp-inc,HS-grad,Exec-managerial,40,0
44,Self-emp-inc,HS-grad,Farming-fishing,60,0
31,Local-gov,Prof-school,Prof-specialty,99,0
21,Private,Assoc-voc,Adm-clerical,12,0
40,Self-emp-not-inc,Bachelors,Prof-specialty,45,1
39,Private,HS-grad,Other-service,40,0
47,Private,HS-grad,Sales,40,1
41,Private,Doctorate,Sales,50,1
47,Local-gov,Some-college,Protective-serv,50,0
38,Private,Assoc-acdm,Craft-repair,40,0
19,Local-gov,Some-college,Protective-serv,35,0
30,Private,HS-grad,Adm-clerical,40,0
58,Private,Some-college,Other-service,42,0
31,Local-gov,HS-grad,Protective-serv,40,1
38,Private,Assoc-acdm,Craft-repair,40,0
46,Private,Masters,Exec-managerial,50,1
44,Private,HS-grad,Sales,15,0
31,Private,Some-college,Exec-managerial,40,0
18,Self-emp-not-inc,HS-grad,Sales,48,0
33,Private,Bachelors,Sales,60,1
23,Private,HS-grad,Sales,40,0
52,Private,HS-grad,Sales,36,0
38,Private,HS-grad,Craft-repair,40,0
47,Private,Bachelors,Tech-support,38,0
38,Private,Bachelors,Sales,50,0
56,Private,HS-grad,Transport-moving,48,0
42,State-gov,Bachelors,Exec-managerial,38,0
70,Private,HS-grad,Adm-clerical,5,0
37,Private,HS-grad,Other-service,50,0
50,Self-emp-inc,Bachelors,Sales,60,1
61,Private,10th,Other-service,24,0
43,Private,Some-college,Tech-support,72,0
